"outcome","gene7712","gene10119","gene4775","gene11576","gene928","gene8105","gene9404","gene12399","gene2621","gene10033","gene12062","gene7436","gene8134","gene6557","gene11817","gene5327","gene8716","gene9037","gene659","gene5831","gene314","gene12120","gene2808","gene6233","gene9641","gene4864","gene11118","gene9035","gene8911","gene8488","gene12129","gene10869","gene829","gene12139","gene12476","gene9746","gene7815","gene6553","gene10864","gene8164","gene7667","gene10289","gene9112","gene12504","gene10379","gene11203","gene8370","gene11586","gene5757","gene563","gene12343","gene2238","gene8121","gene273","gene9140","gene4820","gene10337","gene3743","gene9001","gene7006","gene11349","gene7274","gene5698","gene10073","gene1806","gene6777","gene11453","gene11765","gene4899","gene745","gene2743","gene251","gene9700","gene8128","gene1010","gene7894","gene9681","gene149","gene4997","gene3941","gene10612","gene11855","gene8428","gene4886","gene4253","gene9849","gene11098","gene7272","gene1217","gene819","gene9211","gene4088","gene7259","gene554","gene9673","gene8136","gene2658","gene8304","gene7111","gene640","gene7535","gene8394","gene1909","gene9823","gene6765","gene8516","gene4923","gene12259","gene9812","gene11651","gene8038","gene10206","gene9940","gene728","gene9865","gene404","gene3312","gene11948","gene5693","gene10911","gene302","gene3152","gene10539","gene7218","gene12101","gene3271","gene10667","gene9254","gene4678","gene2295","gene8156","gene6998","gene2982","gene11398","gene9444","gene5064","gene4753","gene7082","gene5388","gene5509","gene3910","gene8489","gene11433","gene6517","gene5101","gene4380","gene8403","gene7368","gene9398","gene7554"
"t76","tumour",9.82286423148862,3.60058199281584,6.5055006176046,8.99750474427239,3.90229882149112,3.97489781415047,4.96303340848562,4.39682749647644,4.68850166744117,4.08064137883709,4.74901495692975,8.90038788406261,6.33381207273336,7.9353675676022,5.42308065826053,2.81717461788832,4.87896988504425,4.73965189233614,3.86357343834328,6.42858090789723,6.66981825533901,8.12181533333169,6.66852260547818,8.32740585604333,5.35435639685217,3.89507228188918,5.80941315939897,6.10021770129337,7.18501428721759,3.98487829642613,2.59558044480688,3.64862565077133,8.554935628233,6.06442344565695,4.97758368341677,3.12060617639924,7.89411099082464,6.67848610746278,6.04126573606942,6.46821252442075,2.95205849501874,4.4483365311804,6.75255972374542,3.56796301303820,6.55685699368385,5.46894961043967,3.30936115851826,5.23087180907318,5.22873450623708,5.8920064719001,3.15444457823301,6.75996345232585,7.08948914108922,6.39430530889538,7.35561498621142,9.20551944951053,4.77512458630085,6.13781225521126,4.1738742203811,3.00986514179593,4.95498394424225,7.00819687749007,3.91845178686916,4.87649424332207,4.95325375818699,2.47809078102248,4.50460866562177,4.73650689371087,3.95185424305963,7.18090776306394,3.87538047659549,4.94946203295029,4.12432952093614,6.71307872585832,4.26704902353024,3.65289901835920,4.11971248195336,5.37367722952316,2.94146491384602,7.77282206434976,3.96056762126980,4.60834030921176,2.67955029994351,5.97761637980863,5.94547050294852,9.45867814279553,4.29442939832137,4.71957478805608,7.19321340784607,4.07492608857823,3.45252301237507,4.68482401815106,8.05340098246697,7.46635932762567,4.9467246455355,3.73538064144518,5.45441233580838,4.70880857354525,5.99285318247265,3.66411119879871,2.49788778749112,5.89175642451396,6.24736705817458,6.5285464541096,3.25107041194563,3.1367837073529,5.93932473729358,2.80781014715954,3.84960781828675,5.64004585685965,3.38354638151033,4.92920437252609,2.83996689824115,5.46829291909705,6.16538777935027,4.84228709231608,6.572915266497,6.04978756217733,2.62920777071881,4.14057998198814,4.81187967337184,3.80656748773113,7.4281263723073,2.57603309624282,5.54813091288269,2.86253575750433,7.12827731172894,4.16857347683914,7.25780707243466,5.68363507190024,4.71139670508783,10.6882744452070,2.53345805730197,5.4911794908615,2.96892995674150,7.92203992962523,4.98916839359578,6.96462935818506,7.12399262068793,2.51910123321226,3.59242491461334,2.77036722916745,4.77049736530276,2.95335856868661,3.1995899911106,3.63224891772242,4.24523147636897,6.48833505865066,3.44848182350986,2.87772722171026
"t88","tumour",9.19641329872863,3.67598817663751,6.35953800769413,9.22760597879186,3.82431449675144,4.03622556835848,4.83919099233305,4.59674906483201,4.51514510980021,3.59805979601611,4.74446774278528,8.93674950296764,6.25385361298893,8.11161207228624,7.18320313628827,2.71556207460698,5.25649898104789,4.40982831568814,4.20142040825668,6.36796643340173,6.14299092569851,8.25839425731546,6.95193870570342,8.22034958656117,4.98832722395705,4.07070521002871,5.32378432867589,6.26034531626503,6.94890539782184,4.08077242704739,2.96389977209423,3.29483163024880,9.05757539474764,5.23789350352273,5.48649327810057,2.95556354997807,7.14417022039036,5.57055443874333,5.92909527756437,6.48843601546336,2.74570847987562,4.52869784498132,6.91192521074402,3.56493170902365,6.49253530367453,5.64759753461678,2.67755138422797,4.8347644215301,5.26319787983485,6.10429130186399,3.25344173733367,6.67932683144337,6.97178178525765,6.1606678753128,7.29788851757449,9.62898506633989,4.51713409169619,6.30569163278014,4.02849016157408,2.72042592687038,5.14618982721565,6.61346741473966,3.94638686704238,5.0756976070401,4.54317225497575,2.55399870148398,4.33975671619745,4.63842163149859,4.08449590681936,7.05107751133816,4.07391591038604,4.83926411017758,4.47929359927756,6.58995217350752,4.38109639095078,3.5959291065802,3.92792657520775,5.39851459017891,2.87660513960364,7.6635500731227,4.08997524335141,4.68673382376833,2.62590795785075,6.55289751277376,6.38762097293283,8.79341012186962,4.11474558815531,4.7769028276818,6.7737095476918,4.54124119607877,3.27954397552577,6.03729361356737,8.15835864736228,6.90726955456042,5.13054928784302,3.90002465077955,5.98612943938917,4.19148670881654,6.31639791770589,3.33044746182251,2.47787221463827,6.26771545791097,6.27766026355576,7.2475342744794,2.855543251207,3.54590233652788,6.49788860531868,3.22021501926111,3.68229103557333,5.4439241011517,3.83731238311838,5.00633233446439,3.01631791162475,5.55245405069696,6.02899362642854,4.81596579817861,6.52607973308484,6.1269095252209,2.93398754144589,3.64090531197912,4.75393035501663,4.27121380014679,7.22499252619719,2.82696164677691,5.48244435403367,2.81525383266044,7.77360012765619,4.75003097360453,7.03173903245653,4.88433138402908,5.05433576133944,11.3805560172003,2.78355145880161,5.34312403746089,2.98224115269433,8.50453809359363,4.56523388590979,4.9646286450495,7.37483060835843,2.70778506088224,3.20211397803402,3.31513573168511,4.90446956115325,3.15034961137912,2.92324259024749,4.05715021564121,4.84916770646151,6.48520603463814,3.65617796703447,2.82422591232934
"t74","tumour",10.1024431714426,3.53343659155307,6.41603018680322,8.96890160724705,3.96592808905274,3.792755748896,4.95750221137944,4.51179410529479,4.56628277555788,4.01270136089546,4.83931898744403,8.16573654779268,6.47591424880837,7.78636809824556,6.73669638851747,2.76135463475543,5.0724229656586,4.74467224384685,3.64745939685801,6.38834641454859,6.6922067329134,8.36974517212101,6.41399487367597,8.5225395391755,5.28973277051063,3.87393867413654,5.92050740094309,6.03066434831748,4.7147843840466,3.85000414402016,2.75656117649160,3.41432961307653,8.3137326302057,6.0146208389792,5.81294919864598,2.95141265108706,7.65310726152597,7.19823833406562,6.33977786932919,6.39829389102912,2.75980636209508,4.45354646292964,6.71750819364644,3.65420771376402,7.56208214467062,5.17285758400543,3.19097455012770,5.21811403005652,5.31808468197265,6.20307030394999,3.47921144168293,6.8848290780423,7.21900867826644,6.04485068617293,7.62395578784374,10.0878192358168,4.71228610607065,6.40905643145421,4.17086038446356,2.96227191518498,4.89022199569424,6.9727571494247,3.95243879075323,4.98900308607496,5.12738268689779,2.66171645842856,4.47398416970086,4.67396184962142,3.91458178792610,7.03715567978147,3.90124771118981,4.84420160136718,4.14066424450799,6.69886933977188,4.2941730474573,3.77830034359418,4.05787016311199,5.12574890643134,2.8082665873574,7.60692183718393,3.94279848801765,4.50047352974801,2.72724798201456,5.38419250559993,6.34845529836978,8.33353066349166,4.27435518566161,4.99379245961294,7.32143055160253,4.10715666260368,3.31161994148616,4.87319825362906,7.96109045027537,7.87344940031461,5.28196409536867,3.79309893927785,5.72684118255892,4.81278274031218,5.835228784303,3.7922606677594,2.73967253296014,6.06103223990188,6.4416693450683,6.81749969278446,3.11733774019239,3.13446882239507,5.8838520802216,2.75741001714578,3.44871678353914,5.27528354072826,3.21957051588551,5.36640390107549,2.95559554400096,5.66270343864293,6.2444698519797,4.69806919230307,6.92941255816789,6.10115392761549,2.61596704820920,4.35486083163071,4.84734663006568,4.00986140577644,7.28787943316759,2.66837762373267,5.81856069333696,2.88245621089626,6.97592164120384,4.05219512148069,7.14472525204352,5.13967803531743,4.84428311788902,10.9253446192181,2.30838791020924,5.11027541958573,2.81954192507579,8.13678896393424,4.61589511792792,3.88552452690861,7.29726553759567,2.58384214654373,3.61760125023029,2.91471116549706,4.49634185499766,3.10674161602703,3.17109938491983,3.44911946910444,3.88780260601329,6.58986465696948,3.28914899340232,2.87005745657437
"t82","tumour",8.14995130074363,3.72791779846589,6.5181314176545,8.82809560852824,3.94720440692484,3.77067009398226,4.74978077967471,4.17468107933474,4.80744979703702,3.22054433104455,5.02621533214,7.4660368713289,6.30281577919483,7.11606992948928,5.58491096760929,2.59004328094013,4.82977432998849,4.83941017548252,3.94959462535938,6.37983589134754,6.5316515954848,8.24182167891733,6.93687325877783,7.76165806752064,5.21418052280312,3.92678695237228,5.10533454246995,6.28326597444891,5.64029323559873,4.21824804526405,2.71589211869619,3.06350690932447,6.51535218451547,5.718602229917,4.76779223598138,3.06222663695155,7.26042909103832,8.06284040314208,6.2476119635345,6.56053590654227,2.72901574296106,4.3353911945266,6.82480204775072,3.72322367572052,6.34553692057584,5.0981744201331,3.20699528033259,5.22252745913917,5.44963802354777,5.6773542668705,3.24540706334119,6.28193544782327,7.06072729574961,5.53862574325454,7.42466532975867,7.94324276427163,4.05602643908422,5.65014475085046,4.08502568917096,3.13041644959959,4.32957486640608,7.10918058035227,3.43436170511861,4.99100339394898,4.90779707836973,2.60643950526373,4.44378298619173,4.85802985767211,3.80286326549429,7.34113334962601,3.71134253109911,4.68097448072171,4.05349411618729,6.53066631487365,4.47426563389927,3.41090804310761,4.11749978226377,5.53235964973719,2.66587469809628,7.15488462587122,4.13677501747522,4.72927462685833,2.66552021597242,4.95333139662604,5.58405027559044,7.45519212858754,4.31039828702965,5.12286663993188,7.1481643887242,4.19481663756353,2.99670624315109,3.76086427536292,8.13544773177026,6.90524800706225,5.16998917709647,3.62653829233087,5.45625292137994,4.49624169494136,4.34585080273439,3.90402394933554,2.5540665176292,5.92748360062416,6.17884845551143,6.61368130333473,3.35829118567499,3.12465048486914,5.77644895466402,3.23233417302329,3.69765565099893,5.23886240571369,3.00240114145181,4.89692228400303,2.67737044929749,5.54115190152584,6.33179382941037,4.92571343063237,6.55969480838703,6.09087180462364,2.33779615704129,4.09511899156743,4.68923961503998,3.77034316988444,7.55659106909345,2.49001094705599,5.7641674908844,2.66332969869652,6.11728472573669,4.01909255512871,7.39633487091916,5.47454570622041,4.68744027117273,10.0020987597152,2.17105454111129,5.33210756193064,3.04717243649304,8.48267545091283,4.73247863647525,3.60221972150808,7.14069055814651,2.68199599999528,3.78059109350289,2.94846666430549,5.15667997224184,3.09273741943897,3.3062700354218,3.62951472405327,4.31666519318296,6.41253255651288,3.1783014595634,4.11556351931042
"n44","normal",7.54814665408235,4.31790733970261,6.96820829227366,5.79659997651489,4.92812141369908,4.61029306666369,5.61143456121154,4.69951197006501,6.10732599848591,4.3606956837777,5.00633506961522,5.80703591633136,6.9476280395963,6.24149900282095,5.07775522885557,3.23690155065672,6.2890773040993,5.52214941008087,4.41847424852887,6.90417753869173,6.91599378775361,9.0415522386451,7.02943506675792,6.78580100144344,5.54111956760776,4.15262805957901,6.26571074230947,6.498303509991,2.4506403966126,4.29363364179376,2.91045873952326,4.27495938445531,5.23937521425128,3.92428954138487,2.68848050252695,3.19997243022166,6.85646517841945,4.75920127563714,6.4425941990941,7.78783147348392,3.34667686194029,4.69020713761152,7.08377503911378,3.94284486051793,8.50932362005429,5.66197462028379,4.03399457468056,5.42927864845421,5.68954695188822,5.08129915275054,3.33634314501967,7.14850948432711,7.56671143319663,5.11942258471321,8.52493662004074,7.94769374068524,4.91918930813883,5.62730504113056,4.38978805249718,3.20386864853362,3.66360979959318,7.22656987276042,4.33642489277277,5.21150520673859,5.82155932205618,2.93416457954357,4.64994374231535,4.81469636777213,4.12282311501528,7.74170908324601,4.04966166733603,5.22353005211525,2.77312262095413,6.7737846054626,4.5787619571174,3.8171540271861,4.52133506615671,5.72031400138104,3.08313255262316,5.41244780689493,4.38180368514605,5.14953989526999,2.73271835679258,3.86497503823870,4.82485465064841,7.654888483025,4.61316359470193,5.90208777044629,7.4523495564554,4.41102401582602,3.60843559965735,3.37720692134604,8.39007877396556,6.79271108599161,5.20575183149777,4.77472368773405,5.21619917044646,4.75515023037879,4.19186170752699,3.99468787053127,2.5237782470115,6.18018289634644,6.30016096120676,7.14252562386092,3.19030672742450,3.21097630194593,6.14226408896005,3.04589883239221,3.59590654506544,5.30631581547151,3.43945046569891,4.76132830771509,3.01310704365353,5.39612386285138,6.18249132947211,4.81005507873942,6.44750921234947,5.99820689706863,2.41543168751675,4.13937822888787,4.81071255895169,3.64833429041986,7.42818962654924,2.6612419242994,5.51937351159119,2.80347028739623,7.71710203317866,4.27560466430265,7.19874193004916,5.43332299324329,4.83778529454654,11.7162827346927,2.3044809406615,5.41355709859991,3.06772486161872,8.12927980524943,4.84007285821878,4.63037560415317,7.29578667512982,2.70853060191977,3.39868731759928,2.87464672547127,4.58822138118064,2.7883066903388,3.09995217357185,3.81300590297348,4.35855682688307,6.32137482814638,3.44840123850269,3.2895358135211
"n47","normal",8.05751101232683,4.12433468336833,6.88489809709587,7.31898988665798,4.56062639129136,4.47074013004035,5.21004442904692,4.2760746510204,6.00540471686384,4.99307234518085,4.95184607988088,7.20410785872668,6.46225807447211,7.02467076136585,5.21305670429069,2.89985960206454,6.38955838333604,5.7820074306525,4.41377133709798,6.35583453546172,6.76231686899047,8.4773626335916,6.98763385047091,7.42174251496884,5.13004119477507,4.24133070913789,5.97514946778978,6.45646834678594,3.96350135900617,4.10776040951311,2.89642029696562,3.73087590676287,7.36323627626916,5.28314495979499,3.39933094496009,3.04865526690567,7.3917451750188,6.23402062056796,6.7831798645559,6.68416880776633,2.81470361770840,4.44104564800228,6.79272717809356,3.683991809268,8.00158425315378,5.54759110334341,4.65134042652601,5.15618472416953,5.7228154657991,5.6221420585657,3.77517575201544,6.92628643158552,7.49877642668955,5.6969412028535,7.79429532067614,9.15423280940656,4.72493231454104,5.59280160930347,4.79307027396193,2.85187238714210,4.13647403809753,6.98707248958023,3.98101246834532,5.35240216176806,5.63634964798426,2.60652926193209,4.73410902580362,4.98315506807167,4.0895350980816,7.23876611347388,3.89789363055924,4.81246019474756,3.9871686680159,6.4581661778999,4.23290922468088,3.67559067154497,4.28598256438512,5.35386961892829,3.11499250582108,6.54777684147785,4.10372191349603,4.75632602699471,3.00658999199891,5.02684815926464,6.05782698490103,8.87114226974976,4.28591790581164,5.2727080024579,7.46708885107754,4.34310060538696,3.57926238271993,4.41480622014266,8.1624896300609,7.24778363053605,4.89684123921572,4.63213284538991,5.84300289291198,4.65532452487706,5.8009725024639,3.60295040720129,2.64415798434535,6.07786407535362,6.27473995886551,7.50363639682982,3.26929150942905,3.77530672462121,6.20802554278303,2.73521169030242,3.81436849918341,5.48254235836124,3.88536360526885,5.18985937484007,3.23399649952973,5.44814548217606,6.33802105379019,4.71802654272536,6.4429429772073,6.23479807302658,2.50838592033818,3.81287651731542,4.86953216383024,4.13891214950316,7.42150684314227,2.74508732622333,5.84866427812761,2.98305216196547,7.2484393512612,3.98579224417912,6.97598744453756,5.22281817314888,4.74733942881617,11.1638392423336,2.67322067378393,5.39542302281428,2.85941075652015,7.78420564802208,4.77095867914716,4.36933985594902,7.2989357022097,3.01047296603325,3.23133195690329,2.80391510535230,4.7112619630437,2.88101843705888,3.08507385946362,3.70306766733886,3.86207229411383,6.479803119834,3.50475585124432,2.98586976421973
"n38","normal",7.35896180118732,4.07472500832096,7.07363863555051,7.13353508303258,4.67160272450139,4.31688615774745,5.45738584500119,4.37896439730855,6.06157372811665,4.77798423940212,5.21487894959432,6.2598546135817,6.92529926629178,6.64047646792813,5.46662212154559,2.96696030727663,5.92134824881701,5.26117800400966,4.17598621689163,6.67794066529556,6.95654763049932,8.77526008913663,6.74937857866636,7.00002025337953,5.48769303442853,4.54958900374702,6.07864149851916,6.21585288523565,3.94479832318802,4.14351546227209,3.27887838994884,3.85149477217951,6.07737254283658,4.54480127412278,2.77241629229678,3.17264387486572,6.90924498517928,5.68336368712007,6.48469868182705,7.07413392251278,3.18141119369459,4.3480416764005,7.15573528128165,3.75021246603419,7.9279993585408,5.59764011038878,3.40742997267233,5.33294140914749,5.39386923169582,5.53197177454544,3.63481356166735,6.96739676666952,7.11017214284967,5.46225812656798,8.1779606021383,8.74460813929275,4.85737801332758,5.37991481752504,4.27191269193595,3.83012619234021,3.88430667787343,7.335879269019,4.46987776865523,5.04464328522602,6.30685864093024,2.78603530856516,4.66938038150072,4.97842132849886,4.35552259628788,7.35822625215679,3.88021799834,5.06011501899415,3.26735526238277,6.75109385866811,4.65682307357243,3.8369666595267,4.34513193389429,5.55329137583793,3.24792827860229,5.10638805995526,4.39711450338613,4.90449340939336,2.82919538204787,3.66487218998514,5.95424842721672,7.8121771245568,4.71294136819006,5.828701169421,7.56547538588576,4.66107506219638,4.06064915156524,3.80229323303674,8.16500036072162,6.80727866310633,5.58535681022662,3.99543224443389,5.15132603895636,4.78336253061384,3.86593090391320,3.82472486920164,2.47859173914630,5.72970063054374,6.2411288821001,5.75278985918564,3.39701159090553,3.36151795761233,6.3482250631617,3.1032896648433,3.43962381229235,5.09472820899818,3.69143817202016,5.14243541508,3.21324354822984,5.66524334777977,6.22973668594792,4.74736280369066,6.46499440368551,5.84081360024984,2.35016892563842,3.98013073723792,4.92431906985905,4.19345396997367,7.3290911395397,2.49598012568290,5.41158212569128,2.77102425701005,6.41801840874705,4.54891137471573,6.97734112742633,5.63588152340782,4.63512083219354,10.3366501281483,2.42583720804495,5.22052232807099,2.81749661464773,8.07919100294993,4.89770651640004,4.05408756189264,7.16479837809416,2.57852503029309,3.64421514887129,2.96577361423841,5.02992737203701,2.87970444536829,3.16332285354675,3.42030496154388,3.91190122766681,6.2929033225473,3.04486640410676,3.21989542153227
"t90","tumour",8.2014246193281,3.85997058197824,6.55520922822476,7.79696105352979,4.03946413661355,3.95188397920164,5.02989015038765,4.39482454015983,4.90028084532533,4.04639991078619,4.8749564932043,6.52168844293336,6.83728508560848,6.92151850827465,5.53321703380531,2.60234219204278,5.2799451878094,5.03165256820986,4.10583233877324,6.60789194978905,6.6828477231498,8.4936959264609,6.67527070661421,7.34367602936187,5.32237846734688,4.03436802933694,6.16883162468629,6.2487842801544,5.07291502602356,4.09238725779622,3.06874471354043,3.13283360858369,7.2654554625229,4.61307564674270,3.38426398879045,2.69914592052938,7.16735840162586,5.53923641213576,6.44712446336055,6.28471454991377,2.93016511370161,4.40421389566019,7.0479271257079,4.03987107681009,7.10566733003307,5.29763752733423,3.10314490281682,4.83077422297006,5.33504265175723,5.50804495149333,3.61032923211067,6.48534496493574,7.34207358029959,5.39517466889653,7.72754550724243,9.01423450579422,4.38759561990375,5.38188037731124,4.18292673763603,3.15537001059412,4.01467917873780,6.99921621312853,3.80777563654332,4.94140422349795,5.42535403970239,2.2164508311142,4.61051786093972,4.50689150672937,4.04792945049024,7.32480050172397,3.36613039855983,4.82972982815823,4.3789594622577,6.64745517921908,4.13000434558055,3.72157442635128,3.99277554907678,5.44608843157383,2.80121799878375,6.89735703718353,4.14757818132429,4.81734679218762,2.69187364656411,4.83027494353881,5.58588040298515,7.99987878275774,4.36820007853269,5.26275205995375,7.4170777245439,4.38157103498995,3.85339405318801,3.37514771625455,8.03435658882474,7.38099679412739,5.08785259663064,4.43185485700061,5.18700797210751,4.71905908704963,4.98846458726842,3.78261189270417,2.80333317944592,5.96258655013547,6.14721562917327,6.64603752271354,3.43256666745576,3.15012643650938,6.02502370744186,3.19634249291807,3.90748056153197,5.59956543979235,3.53375033333726,4.89191238991937,4.01483287466190,5.50000165331455,6.06702462878552,4.75733073332708,6.2967109683507,5.80685001596277,2.99704747606510,4.22735531921703,5.02049490780227,4.44972786048878,7.04671261109937,2.45593380410707,5.69412019902124,3.08872278076298,7.49621012383884,4.46805931306137,7.03077723747152,5.41007050527199,4.67092740719404,11.5074022908389,2.56841321631714,5.33584857175748,3.27505437330264,7.6212111985435,4.88894882120039,3.93061812388313,7.10677739213019,2.67404588962306,3.58952152596667,2.94825479057112,5.23390707530019,3.08813245173398,3.19151529473244,4.00482981878153,4.16212849245176,6.67777958425642,3.25313188228048,2.74136080396441
"t60","tumour",9.04172486619202,3.77571394108566,6.7268902754701,7.85036509523912,4.14221000344457,4.16630372679196,5.1647827329937,4.32882264087325,4.63960354709002,4.48680194829647,4.59103787308047,7.9254579782919,6.70244466029546,7.15611405660683,6.04394278812622,3.00613659009044,5.53468933557859,4.93898841121076,4.14803829985287,6.5754764407797,6.79980756595499,8.67204186273903,6.85074399302545,7.5369269681825,5.48154267742792,3.87005674479794,5.94869217524769,6.10788858786695,5.39832260224666,4.16909529014303,2.74139030975619,4.0989125168001,6.51378667804219,5.04097056972279,4.61704883944897,2.91373003322706,7.1409349999765,5.21858778974979,6.3411403634631,6.90838896433124,2.96983896651818,4.65151792890933,6.75414618979325,3.64642690044865,7.07980793948601,5.51307161995846,3.24449728742158,5.1604937338102,5.34460695440253,5.7596944455542,3.50389930939732,6.93985135770309,7.1929842094699,5.66065469002411,8.0248127921398,8.82579486396568,4.66985217101076,5.66569559841363,4.41677892889795,2.94569579171188,4.05128345161825,7.04254388571348,3.75951562837934,5.16443394613193,5.93814998900002,2.75268713145328,4.47545226241528,4.8461916527398,4.01215626459422,7.05987392107492,3.96140549369227,5.09100205212884,3.26858665758407,6.55061816098664,4.47643174691954,3.7135665958849,4.28486450916011,5.27567419943347,2.96640178195163,5.66835633306078,4.05023874863470,4.97124968742097,2.77293612719849,4.91365339723498,5.73459758310156,8.53128338748925,4.21949791510115,5.10251571400052,7.50390451425259,4.32838080810839,3.45357918558125,4.49431155547704,8.13582304986972,7.10353320705976,5.30601896230977,3.55719227163977,5.59755495565704,4.81374211979171,5.09436481290739,3.65600194115039,2.40009948372079,5.57963110460711,6.18671606951138,6.16200577029518,3.56087611202454,3.15760007108282,6.86168053175927,2.88348418165036,3.44544173382038,6.03510430912879,3.33688167652305,5.2100919802103,3.04906917132408,5.29288260380059,6.22631873285913,4.52876803606869,6.48343780691939,5.96511265255602,2.46911878682039,4.14990358198851,4.87277145294144,3.97704953053724,7.22430727938956,2.53625941982339,5.49281643747207,3.15690890340665,7.35968981463228,4.13592208192890,7.28451338357022,6.63327362730411,5.13128170436723,10.8382768443886,2.44000743706231,4.97778064504123,2.62905927368519,9.24312437207153,4.70402267886026,4.62074164679186,7.38301192782742,2.78719883698002,3.50643167258353,3.26098673203446,4.48466046145266,3.29452088573805,3.18662065757885,3.3322293975788,4.12302831761822,6.3188824720734,3.41119180307034,2.66415767443337
"t86","tumour",9.26664943462787,3.73020038506177,6.47148365653867,7.77401715968453,3.5011784871591,3.98003684710979,5.21939569787761,4.37035424356551,4.45595841971879,3.84248947016168,4.34460513429269,7.97117301978947,6.18098239105431,7.549325039539,8.31618514136672,2.92114086069547,5.01206345499849,4.57776533881988,4.17389944064317,6.43013588408827,6.76799675180354,8.36852253370287,7.04825176727077,7.7125311729631,5.23866169158602,4.13103341614567,5.53877189327413,6.08760607565995,4.70544461911421,3.95181814438086,2.70244273915998,3.41139657537059,8.23744873592499,5.03933152547305,4.59354736154294,3.20245338287292,7.49829105832437,5.62860670404346,6.16502193204458,6.59166357357406,3.05735158477734,4.64476448285324,6.63302635939306,3.56038963827997,6.38087425707528,5.33119146951327,2.9918414134017,4.97019250289464,5.28245610251627,5.8666989570304,3.01314637264053,6.6594477500861,6.97150977205964,5.76794806603624,7.66907575592681,8.92681901695626,4.59616160810572,5.67962578071506,4.05988279892153,2.83942025283422,4.6890804124233,6.81668049219142,3.66561215836895,4.9678224181977,4.78011298682434,2.65224828377565,4.42636574257488,4.79490010647516,3.86175444404851,7.01767154155244,3.7467471885073,4.89943449025569,3.04674286213793,6.57028448771552,4.3166550410266,3.40192630990405,3.80379948286964,5.24035041217628,2.95742549756521,7.26205621498567,3.8227030705944,4.6608795052812,2.75879290350462,5.20793519368709,5.81154099499532,8.19408880707767,4.18536271582608,4.81527197749627,7.2767513876933,3.99710398916098,3.52774331528131,4.93591303669605,8.11624471255404,7.1103264064579,4.95344673894037,3.84937351112065,5.45402282224958,4.5859787160737,4.96194072334586,3.69996626412617,2.39472462137726,5.8614351472306,6.24863541609414,6.77310492092548,3.24217018312807,3.18347971948703,5.93121182839926,3.23962551424819,3.52911957082833,5.51886008737784,3.31710044075181,4.8222071275238,3.04269371168898,5.59615866336928,6.16776844871152,4.55867877732224,6.36601230013247,6.16892162845205,2.59813594059782,4.0692376666616,4.74393475848983,3.54945778880622,7.62813122086498,2.58637290239303,5.5139293634698,2.94128423325858,7.54710425132592,4.14809155614353,7.13060446861137,5.26916840231449,4.70093684675836,11.2578925003682,2.62512305251567,5.40701217595117,2.79748250719564,7.77371778423573,4.78688838840894,4.43998448498568,7.22845792064203,2.56536465392975,3.54488160094072,2.99317654525818,4.54674076939316,3.12745134800353,3.0857120527577,3.72308497441838,4.28249320460386,6.4348917590234,3.39889945374483,2.91018373529295
